dataAvgSalary62k,Location,Headquarters,Size,Type_of_ownership,Industry,Sector,Revenue,Rating_range,Found_year_range
higher_than_avg,"Englewood,_CO","Canton,_MI",51_to_200_employees,Company___Private,Advertising_&_Marketing,Business_Services,$1_to_$5_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Chandler,_AZ","Canton,_MI",51_to_200_employees,Company___Private,Advertising_&_Marketing,Business_Services,$1_to_$5_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Chandler,_AZ","Canton,_MI",51_to_200_employees,Company___Private,Advertising_&_Marketing,Business_Services,$1_to_$5_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"San_Diego,_CA","Stafford,_VA",51_to_200_employees,Company___Private,IT_Services,Information_Technology,$10_to_$25_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Florham_Park,_NJ","Florham_Park,_NJ",501_to_1000_employees,Company___Private,Biotech_&_Pharmaceuticals,Biotech_&_Pharmaceuticals,$5_to_$10_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Guaynabo,_PR",201_to_500_employees,Company___Private,Internet,Information_Technology,Unknown_/_Non_Applicable,Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Phoenix,_AZ","Portland,_OR",1001_to_5000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Seattle,_WA",1001_to_5000_employees,Company___Public,Real_Estate,Real_Estate,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Seattle,_WA",1001_to_5000_employees,Company___Public,Real_Estate,Real_Estate,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Charlotte,_NC","Herndon,_VA",51_to_200_employees,Company___Private,Enterprise_Software_&_Network_Solutions,Information_Technology,$10_to_$25_million_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Columbus,_OH","Columbus,_OH",1001_to_5000_employees,Company___Public,Health_Care_Services_&_Hospitals,Health_Care,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Columbus,_OH","Columbus,_OH",1001_to_5000_employees,Company___Public,Health_Care_Services_&_Hospitals,Health_Care,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Austin,_TX","Austin,_TX",1001_to_5000_employees,Company___Public,Investment_Banking_&_Asset_Management,Finance,$100_to_$500_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Mooresville,_NC","Chicago,_IL",1_to_50_employees,Company___Private,Advertising_&_Marketing,Business_Services,$1_to_$5_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"New_York,_NY","New_York,_NY",201_to_500_employees,Company___Private,Advertising_&_Marketing,Business_Services,$100_to_$500_million_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Centennial,_CO","Ashburn,_VA",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$50_to_$100_million_(USD),Rate[2.5_2.9,Founded_2000_2004
higher_than_avg,"New_York,_NY","New_York,_NY",1_to_50_employees,Company___Private,Advertising_&_Marketing,Business_Services,Unknown_/_Non_Applicable,Rate[2.5_2.9,Founded_2000_2004
higher_than_avg,"San_Diego,_CA","Ashburn,_VA",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$50_to_$100_million_(USD),Rate[2.5_2.9,Founded_2000_2004
higher_than_avg,"Philadelphia,_PA","Ashburn,_VA",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$50_to_$100_million_(USD),Rate[2.5_2.9,Founded_2000_2004
higher_than_avg,"DC_Ranch,_AZ","Honolulu,_HI",201_to_500_employees,Company___Private,Consulting,Business_Services,Unknown_/_Non_Applicable,Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"Chicago,_IL","London,_United_Kingdom",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$10_to_$25_million_(USD),Rate[4.0_4.4],Founded_2000_2004
higher_than_avg,"New_York,_NY","New_York,_NY",501_to_1000_employees,Nonprofit_Organization,Health_Care_Services_&_Hospitals,Health_Care,Unknown_/_Non_Applicable,Rate[4.0_4.4],Founded_2000_2004
higher_than_avg,"San_Jose,_CA","San_Francisco,_CA",1001_to_5000_employees,Company___Public,Enterprise_Software_&_Network_Solutions,Information_Technology,$1_to_$2_billion_(USD),Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"Houston,_TX","Upland,_CA",201_to_500_employees,Company___Private,Consulting,Business_Services,Less_than_$1_million_(USD),Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"Houston,_TX","Upland,_CA",201_to_500_employees,Company___Private,Consulting,Business_Services,Less_than_$1_million_(USD),Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"San_Antonio,_TX","Bethesda,_MD",201_to_500_employees,Company___Private,Federal_Agencies,Government,$50_to_$100_million_(USD),Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"Jersey_City,_NJ","Alpharetta,_GA",201_to_500_employees,Company___Private,Enterprise_Software_&_Network_Solutions,Information_Technology,$10_to_$25_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"Burbank,_CA","New_York,_NY",10000+_employees,Subsidiary_or_Business_Segment,TV_Broadcast_&_Cable_Networks,Media,$10+_billion_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"Burbank,_CA","New_York,_NY",10000+_employees,Subsidiary_or_Business_Segment,TV_Broadcast_&_Cable_Networks,Media,$10+_billion_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Burbank,_CA","New_York,_NY",10000+_employees,Subsidiary_or_Business_Segment,TV_Broadcast_&_Cable_Networks,Media,$10+_billion_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Mountain_View,_CA","Plano,_TX",201_to_500_employees,Company___Private,Consulting,Business_Services,$25_to_$50_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Diego,_CA","Mechanicsburg,_PA",201_to_500_employees,Company___Private,Aerospace_&_Defense,Aerospace_&_Defense,$50_to_$100_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"New_York,_NY","New_York,_NY",1001_to_5000_employees,Company___Private,Internet,Information_Technology,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Fremont,_CA","Palo_Alto,_CA",10000+_employees,Company___Public,Transportation_Equipment_Manufacturing,Manufacturing,$2_to_$5_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"San_Antonio,_TX","Herndon,_VA",5001_to_10000_employees,Company___Private,Aerospace_&_Defense,Aerospace_&_Defense,$1_to_$2_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Cerritos,_CA","Cerritos,_CA",201_to_500_employees,Company___Public,"Department,_Clothing,_&_Shoe_Stores",Retail,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Los_Angeles,_CA","Los_Angeles,_CA",1001_to_5000_employees,Nonprofit_Organization,K_12_Education,Education,$50_to_$100_million_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"New_York,_NY","New_York,_NY",501_to_1000_employees,Company___Private,Research_&_Development,Business_Services,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Chicago,_IL","Raleigh,_NC",201_to_500_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Tempe,_AZ","Raleigh,_NC",201_to_500_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"San_Francisco,_CA","Raleigh,_NC",201_to_500_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Tempe,_AZ","Raleigh,_NC",201_to_500_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Blue_Bell,_PA","Blue_Bell,_PA",1001_to_5000_employees,Other_Organization,Biotech_&_Pharmaceuticals,Biotech_&_Pharmaceuticals,$100_to_$500_million_(USD),Rate[2.0_2.4],Founded_2000_2004
higher_than_avg,"San_Diego,_CA","Aliso_Viejo,_CA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$10_to_$25_million_(USD),Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"Horsham,_PA","Highland_Park,_IL",1_to_50_employees,Private_Practice_/_Firm,IT_Services,Information_Technology,$1_to_$5_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"New_York,_NY","McLean,_VA",201_to_500_employees,Subsidiary_or_Business_Segment,IT_Services,Information_Technology,$50_to_$100_million_(USD),Rate[4.0_4.4],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"New_York,_NY","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"New_York,_NY","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Antonio,_TX","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Chicago,_IL","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Mountain_View,_CA","Natick,_MA",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Malvern,_PA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Santa_Clara,_CA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Queens_Village,_NY","Mumbai,_India",1001_to_5000_employees,Company___Private,Research_&_Development,Business_Services,Unknown_/_Non_Applicable,Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Tempe,_AZ","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"New_York,_NY","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Charlotte,_NC","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Plano,_TX","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"New_York,_NY","San_Jose,_CA",1001_to_5000_employees,Company___Public,IT_Services,Information_Technology,$500_million_to_$1_billion_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Natick,_MA",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"New_York,_NY","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Phoenix,_AZ","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"New_York,_NY","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"New_York,_NY","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"Jacksonville,_FL","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"San_Antonio,_TX","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Cupertino,_CA","Natick,_MA",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Jose,_CA","Princeton,_NJ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Tempe,_AZ","Chandler,_AZ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"Philadelphia,_PA","Philadelphia,_PA",51_to_200_employees,Company___Private,Internet,Information_Technology,Unknown_/_Non_Applicable,Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Menlo_Park,_CA","Chandler,_AZ",501_to_1000_employees,Company___Private,IT_Services,Information_Technology,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Irving,_TX",501_to_1000_employees,Company___Private,Consulting,Business_Services,$10_to_$25_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Mountain_View,_CA","Los_Angeles,_CA",201_to_500_employees,Company___Public,Staffing_&_Outsourcing,Business_Services,Unknown_/_Non_Applicable,Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Sunnyvale,_CA","Los_Angeles,_CA",201_to_500_employees,Company___Public,Staffing_&_Outsourcing,Business_Services,Unknown_/_Non_Applicable,Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Phoenix,_AZ","Phoenix,_AZ",1_to_50_employees,Nonprofit_Organization,Social_Assistance,Non_Profit,$1_to_$5_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"New_York,_NY","Santa_Clara,_CA",201_to_500_employees,Company___Private,Health_Care_Services_&_Hospitals,Health_Care,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Mateo,_CA","San_Mateo,_CA",1001_to_5000_employees,Company___Private,Investment_Banking_&_Asset_Management,Finance,$500_million_to_$1_billion_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Greenwood_Village,_Arapahoe,_CO","Greenwood_Village,_CO",501_to_1000_employees,Company___Public,Construction,"Construction,_Repair_&_Maintenance",$500_million_to_$1_billion_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"New_York,_NY","Santa_Clara,_CA",201_to_500_employees,Company___Private,Health_Care_Services_&_Hospitals,Health_Care,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Palo_Alto,_CA","Brentwood,_TN",501_to_1000_employees,Company___Private,Consulting,Business_Services,$500_million_to_$1_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Palo_Alto,_CA","Brentwood,_TN",501_to_1000_employees,Company___Private,Consulting,Business_Services,$500_million_to_$1_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Palo_Alto,_CA","Brentwood,_TN",501_to_1000_employees,Company___Private,Consulting,Business_Services,$500_million_to_$1_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Charlotte,_NC","Brentwood,_TN",501_to_1000_employees,Company___Private,Consulting,Business_Services,$500_million_to_$1_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Palo_Alto,_CA","Brentwood,_TN",501_to_1000_employees,Company___Private,Consulting,Business_Services,$500_million_to_$1_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Palo_Alto,_CA","Brentwood,_TN",501_to_1000_employees,Company___Private,Consulting,Business_Services,$500_million_to_$1_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Charlotte,_NC","Brentwood,_TN",501_to_1000_employees,Company___Private,Consulting,Business_Services,$500_million_to_$1_billion_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Norfolk,_VA","Mc_Lean,_VA",51_to_200_employees,Company___Private,Telecommunications_Services,Telecommunications,$10_to_$25_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Norfolk,_VA","Mc_Lean,_VA",51_to_200_employees,Company___Private,Telecommunications_Services,Telecommunications,$10_to_$25_million_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Fort_Eustis,_VA","Alexandria,_VA",51_to_200_employees,Company___Private,Consulting,Business_Services,$10_to_$25_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Los_Angeles,_CA","Los_Angeles,_CA",1_to_50_employees,Company___Private,Internet,Information_Technology,$10_to_$25_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Los_Angeles,_CA","Berwyn,_PA",51_to_200_employees,Company___Private,Consulting,Business_Services,$10_to_$25_million_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","San_Francisco,_CA",501_to_1000_employees,Company___Private,Beauty_&_Personal_Accessories_Stores,Retail,Unknown_/_Non_Applicable,Rate[2.0_2.4],Founded_2000_2004
higher_than_avg,"Denver,_CO","Lakewood,_CO",51_to_200_employees,Company___Private,IT_Services,Information_Technology,$5_to_$10_million_(USD),Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"Denver,_CO","Lakewood,_CO",51_to_200_employees,Company___Private,IT_Services,Information_Technology,$5_to_$10_million_(USD),Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","South_San_Francisco,_CA",1_to_50_employees,Company___Private,IT_Services,Information_Technology,$10_to_$25_million_(USD),Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"San_Francisco,_CA","Santa_Clara,_CA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"Seattle,_WA","Santa_Clara,_CA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"Seattle,_WA","Santa_Clara,_CA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"Los_Angeles,_CA","Santa_Clara,_CA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"Salt_Lake_City,_UT","Santa_Clara,_CA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"Kent,_WA","Bellevue,_WA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.0_4.4],Founded_2000_2004
higher_than_avg,"Renton,_WA","Bellevue,_WA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"New_York,_NY","New_York,_NY",1001_to_5000_employees,Company___Private,Investment_Banking_&_Asset_Management,Finance,Unknown_/_Non_Applicable,Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"Kent,_WA","Bellevue,_WA",51_to_200_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$25_to_$50_million_(USD),Rate[4.0_4.4],Founded_2000_2004
lower_than_avg,"Chicago,_IL","Chicago,_IL",201_to_500_employees,School_/_School_District,K_12_Education,Education,$25_to_$50_million_(USD),Rate[4.0_4.4],Founded_2000_2004
higher_than_avg,"San_Antonio,_TX","Irving,_TX",1_to_50_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$10_to_$25_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"San_Jose,_CA","Lawrenceville,_NJ",1_to_50_employees,Company___Private,IT_Services,Information_Technology,$1_to_$5_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"Plano,_TX","Irving,_TX",1_to_50_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$10_to_$25_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Chicago,_IL","Chicago,_IL",501_to_1000_employees,Company___Private,Energy,"Oil,_Gas,_Energy_&_Utilities",$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Burbank,_CA","Los_Angeles,_CA",51_to_200_employees,Company___Private,Consulting,Business_Services,$5_to_$10_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Chicago,_IL","New_York,_NY",201_to_500_employees,Subsidiary_or_Business_Segment,Advertising_&_Marketing,Business_Services,Unknown_/_Non_Applicable,Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Denver,_CO","Denver,_CO",201_to_500_employees,Company___Public,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"New_York,_NY","New_York,_NY",201_to_500_employees,Subsidiary_or_Business_Segment,Advertising_&_Marketing,Business_Services,Unknown_/_Non_Applicable,Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Chesapeake,_VA","Phoenix,_AZ",1001_to_5000_employees,Company___Public,Building_&_Personnel_Services,Business_Services,$100_to_$500_million_(USD),Rate[3.5_3.9],Founded_2000_2004
lower_than_avg,"Indianapolis,_IN","Tampa,_FL",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Tempe,_AZ","Bellevue,_WA",201_to_500_employees,Company___Private,Insurance_Agencies_&_Brokerages,Insurance,$50_to_$100_million_(USD),Rate[3.5_3.9],Founded_2000_2004
higher_than_avg,"Oakland,_CA","Columbia,_MD",201_to_500_employees,Company___Private,Consulting,Business_Services,$50_to_$100_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Oakland,_CA","Columbia,_MD",201_to_500_employees,Company___Private,Consulting,Business_Services,$50_to_$100_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Wilmington,_DE","New_York,_NY",501_to_1000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$100_to_$500_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"New_York,_NY","Iselin,_NJ",51_to_200_employees,Company___Private,IT_Services,Information_Technology,$5_to_$10_million_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Los_Angeles,_CA","San_Diego,_CA",51_to_200_employees,Company___Private,Enterprise_Software_&_Network_Solutions,Information_Technology,$25_to_$50_million_(USD),Rate[3.0_3.4],Founded_2000_2004
higher_than_avg,"Chicago,_IL","Chicago,_IL",501_to_1000_employees,Company___Private,Health_Care_Services_&_Hospitals,Health_Care,Unknown_/_Non_Applicable,Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Carmel,_IN","Carmel,_IN",1001_to_5000_employees,Subsidiary_or_Business_Segment,Insurance_Agencies_&_Brokerages,Insurance,$100_to_$500_million_(USD),Rate[3.0_3.4],Founded_2000_2004
lower_than_avg,"Chicago,_IL","Waltham,_MA",5001_to_10000_employees,Company___Public,Biotech_&_Pharmaceuticals,Biotech_&_Pharmaceuticals,$2_to_$5_billion_(USD),Rate[2.5_2.9,Founded_2000_2004
lower_than_avg,"San_Antonio,_TX","Chantilly,_VA",1001_to_5000_employees,Company___Private,IT_Services,Information_Technology,$100_to_$500_million_(USD),Rate[2.5_2.9,Founded_2000_2004
lower_than_avg,"Lehi,_UT","Temple,_GA",501_to_1000_employees,Company___Private,Industrial_Manufacturing,Manufacturing,$100_to_$500_million_(USD),Rate[2.5_2.9,Founded_2000_2004
higher_than_avg,"Scottsdale,_AZ","Scottsdale,_AZ",1001_to_5000_employees,Company___Private,Health_Care_Services_&_Hospitals,Health_Care,Unknown_/_Non_Applicable,Rate[2.5_2.9,Founded_2000_2004
lower_than_avg,"Portsmouth,_VA","Charleston,_SC",201_to_500_employees,Company___Private,Architectural_&_Engineering_Services,Business_Services,$10_to_$25_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"Portsmouth,_VA","Charleston,_SC",201_to_500_employees,Company___Private,Architectural_&_Engineering_Services,Business_Services,$10_to_$25_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"Portsmouth,_VA","Charleston,_SC",201_to_500_employees,Company___Private,Architectural_&_Engineering_Services,Business_Services,$10_to_$25_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"Portsmouth,_VA","Charleston,_SC",201_to_500_employees,Company___Private,Architectural_&_Engineering_Services,Business_Services,$10_to_$25_million_(USD),Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"San_Jose,_CA","San_Francisco,_CA",51_to_200_employees,Company___Private,IT_Services,Information_Technology,Unknown_/_Non_Applicable,Rate[4.5_5.0],Founded_2000_2004
higher_than_avg,"Daly_City,_CA","Concord,_CA",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$100_to_$500_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"Alameda,_CA","Concord,_CA",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$100_to_$500_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"San_Ramon,_CA","Concord,_CA",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$100_to_$500_million_(USD),Rate[4.5_5.0],Founded_2000_2004
lower_than_avg,"South_San_Francisco,_CA","Concord,_CA",1001_to_5000_employees,Company___Private,Staffing_&_Outsourcing,Business_Services,$100_to_$500_million_(USD),Rate[4.5_5.0],Founded_2000_2004
