dataAvgSalary62k,Location,Headquarters,Size,Type_of_ownership,Industry,Sector,Revenue,Rating_range,Found_year_range
higher-than-avg,"Greenwood Village, Arapahoe, CO","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
higher-than-avg,"Greenwood Village, Arapahoe, CO","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
higher-than-avg,"Littleton, CO","Bethesda, MD",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Rate[3.5-3.9],Founded 1995-1999
higher-than-avg,"Charlotte, NC","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
higher-than-avg,"Menlo Park, CA","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
higher-than-avg,"Jersey City, NJ","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
higher-than-avg,"Fort Worth, TX","Bethesda, MD",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Rate[3.5-3.9],Founded 1995-1999
higher-than-avg,"Englewood, CO","Bethesda, MD",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Rate[3.5-3.9],Founded 1995-1999
lower-than-avg,"Plano, TX","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
lower-than-avg,"Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
lower-than-avg,"Conshohocken, PA","Farmington, CT",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[3.5-3.9],Founded 1995-1999
lower-than-avg,"Irving, TX","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1995-1999
lower-than-avg,"Austin, TX","San Jose, CA",10000+ employees,Company - Public,Internet,Information Technology,$10+ billion (USD),Rate[3.5-3.9],Founded 1995-1999
lower-than-avg,"Torrance, CA","Carson, CA",1001 to 5000 employees,Company - Public,Automotive Parts & Accessories Stores,Retail,$100 to $500 million (USD),Rate[3.0-3.4],Founded 1995-1999
higher-than-avg,"Parsippany, NJ","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 1995-1999
higher-than-avg,"San Antonio, TX","Dayton, OH",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Rate[3.0-3.4],Founded 1995-1999
higher-than-avg,"New York, NY","London, United Kingdom",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Rate[3.0-3.4],Founded 1995-1999
lower-than-avg,"San Antonio, TX","Dayton, OH",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Rate[3.0-3.4],Founded 1995-1999
lower-than-avg,"Arlington, TX","Aberdeen, United Kingdom",10000+ employees,Company - Private,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD),Rate[3.0-3.4],Founded 1995-1999
lower-than-avg,"Salt Lake City, UT","Farmington Hills, MI",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Rate[2.5-2.9,Founded 1995-1999
lower-than-avg,"Salt Lake City, UT","Farmington Hills, MI",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Rate[2.5-2.9,Founded 1995-1999
higher-than-avg,"Arlington, TX","Winnebago, NE",201 to 500 employees,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$100 to $500 million (USD),Rate[2.5-2.9,Founded 1995-1999
higher-than-avg,"Arlington, TX","Winnebago, NE",201 to 500 employees,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$100 to $500 million (USD),Rate[2.5-2.9,Founded 1995-1999
higher-than-avg,"Dallas, TX","Annapolis Junction, MD",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),Rate[2.0-2.4],Founded 1995-1999
higher-than-avg,"Cupertino, CA","Oakland, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Chicago, IL","Itasca, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Chicago, IL","Itasca, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Westerville, OH","Boston, MA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Philadelphia, PA","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[4.0-4.4],Founded 1990-1994
lower-than-avg,"Los Angeles, CA","Brea, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"San Jose, CA","Jacksonville, FL",501 to 1000 employees,Company - Public,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"New York, NY","Seattle, WA",10000+ employees,Company - Public,Internet,Information Technology,$10+ billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Tempe, AZ","Seattle, WA",10000+ employees,Company - Public,Internet,Information Technology,$10+ billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"East Palo Alto, CA","Seattle, WA",10000+ employees,Company - Public,Internet,Information Technology,$10+ billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Houston, TX","Houston, TX",1001 to 5000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Philadelphia, PA","Phila, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Woodland Hills, CA","Jacksonville, FL",1001 to 5000 employees,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Philadelphia, PA","Phila, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Houston, TX","Houston, TX",1001 to 5000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Greenwood Village, Arapahoe, CO","Greenwood Village, CO",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Broomfield, CO","Greenwood Village, CO",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Allen, TX","Greenwood Village, CO",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"American Fork, UT","Greenwood Village, CO",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"Arlington, TX","London, United Kingdom",10000+ employees,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"Arlington, TX","London, United Kingdom",10000+ employees,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Phoenix, AZ","Zurich, Switzerland",5001 to 10000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"Jacksonville, FL","Jacksonville, FL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"New York, NY","New York, NY",51 to 200 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[2.5-2.9,Founded 1990-1994
higher-than-avg,"Alhambra, CA","Alhambra, CA",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[2.5-2.9,Founded 1990-1994
higher-than-avg,"Lakewood, CO","Alexandria, VA",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Austin, TX","Santa Clara, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Santa Clara, CA","Santa Clara, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"San Francisco, CA","Chesterfield, MO",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Novato, CA","New York, NY",1001 to 5000 employees,Company - Public,Video Games,Media,$1 to $2 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,Video Games,Media,$1 to $2 billion (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Jersey City, NJ","Garden City, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Centennial, CO","Cooper City, FL",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Philadelphia, PA","Holmdel, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 1990-1994
lower-than-avg,"Philadelphia, PA","Holmdel, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"San Francisco, CA","Morristown, NJ",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Sunnyvale, CA","Morristown, NJ",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Charlotte, NC","Morristown, NJ",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Exton, PA","Harleysville, PA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Phoenix, AZ","Jacksonville, FL",501 to 1000 employees,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Seattle, WA","Tigard, OR",1 to 50 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Philadelphia, PA","Pittsburgh, PA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"New York, NY","Dublin, OH",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"New York, NY","Dublin, OH",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Cupertino, CA","Bengaluru, India",1001 to 5000 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"Yorktown, VA","Chesapeake, VA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"Bellevue, WA","Bengaluru, India",501 to 1000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Fort Worth, TX","Princeton, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,Company - Public,Lending,Finance,$5 to $10 billion (USD),Rate[2.5-2.9,Founded 1990-1994
lower-than-avg,"Tempe, AZ","New York, NY",1001 to 5000 employees,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),Rate[2.5-2.9,Founded 1990-1994
lower-than-avg,"Norfolk, VA","Schaumburg, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Rate[2.5-2.9,Founded 1990-1994
higher-than-avg,"Sunnyvale, CA","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Greenwood Village, Arapahoe, CO","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Fort Mill, SC","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Charlotte, NC","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Greenwood Village, Arapahoe, CO","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 1990-1994
lower-than-avg,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 1990-1994
lower-than-avg,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Chicago, IL","New Haven, CT",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Chicago, IL","Rosemont, IL",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Fort Worth, TX","Grand Prairie, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"Austin, TX","Austin, TX",10000+ employees,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Plano, TX","Noida, India",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"San Antonio, TX","Noida, India",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Rate[3.5-3.9],Founded 1990-1994
lower-than-avg,"San Antonio, TX","Fairfax, VA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Coppell, TX","Bengaluru, India",1001 to 5000 employees,Company - Public,IT Services,Information Technology,$50 to $100 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Burbank, CA","Chicago, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[2.5-2.9,Founded 1990-1994
higher-than-avg,"San Antonio, TX","Kotzebue, AK",1001 to 5000 employees,Unknown,Social Assistance,Non-Profit,$2 to $5 billion (USD),Rate[2.5-2.9,Founded 1990-1994
higher-than-avg,"Aurora, CO","Aurora, IL",501 to 1000 employees,Company - Private,Home Centers & Hardware Stores,Retail,Unknown / Non-Applicable,Rate[2.5-2.9,Founded 1990-1994
higher-than-avg,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Los Angeles, CA","Irvine, CA",51 to 200 employees,Company - Private,Video Games,Media,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Dallas, TX","Irvine, CA",51 to 200 employees,Company - Private,Video Games,Media,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
lower-than-avg,"New York, NY","Irvine, CA",51 to 200 employees,Company - Private,Video Games,Media,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1990-1994
higher-than-avg,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"San Diego, CA","Maryland Heights, MO",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Kent, WA","Bellevue, WA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 1990-1994
lower-than-avg,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 1990-1994
higher-than-avg,"New York, NY","Chicago, IL",1001 to 5000 employees,Company - Private,-1,-1,$50 to $100 million (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"San Diego, CA","Edison, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Jersey City, NJ","Sunnyvale, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Jersey City, NJ","Sunnyvale, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Brooklyn, NY","Waltham, MA",10000+ employees,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Kirkland, WA","Sunnyvale, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Englewood, CO","Lakeland, FL",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 1990-1994
higher-than-avg,"Charlotte, NC","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"San Antonio, TX","Detroit, MI",1001 to 5000 employees,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"San Antonio, TX","Detroit, MI",1001 to 5000 employees,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"New York, NY","Burlington, MA",1001 to 5000 employees,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"Santa Clara, CA","Santa Clara, CA",51 to 200 employees,Subsidiary or Business Segment,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"San Diego, CA","Nashville, TN",501 to 1000 employees,Company - Public,Education Training Services,Education,$100 to $500 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"San Diego, CA","Nashville, TN",501 to 1000 employees,Company - Public,Education Training Services,Education,$100 to $500 million (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"El Segundo, CA","New York, NY",1001 to 5000 employees,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),Rate[3.0-3.4],Founded 1990-1994
higher-than-avg,"El Segundo, CA","New York, NY",1001 to 5000 employees,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),Rate[3.0-3.4],Founded 1990-1994
lower-than-avg,"Jacksonville, FL","Chicago, IL",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),Rate[2.5-2.9,Founded 1990-1994
higher-than-avg,"Cupertino, CA","San Jose, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,Founded 1990-1994
higher-than-avg,"El Segundo, CA","El Segundo, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 1985-1989
higher-than-avg,"Denver, CO","Chicago, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.0-4.4],Founded 1985-1989
higher-than-avg,"Charlotte, NC","Dublin, Ireland",10000+ employees,Company - Public,Consulting,Business Services,$10+ billion (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"Newark, CA","Newark, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"San Francisco, CA","London, United Kingdom",10000+ employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"Chicago, IL","London, United Kingdom",10000+ employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Rate[3.5-3.9],Founded 1985-1989
lower-than-avg,"Philadelphia, PA","London, United Kingdom",10000+ employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Rate[3.5-3.9],Founded 1985-1989
lower-than-avg,"New York, NY","Wellesley, MA",501 to 1000 employees,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1985-1989
lower-than-avg,"New York, NY","King of Prussia, PA",501 to 1000 employees,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"New York, NY","Brooklyn, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"San Diego, CA","Boston, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Rate[3.0-3.4],Founded 1985-1989
higher-than-avg,"Iselin, NJ","Iselin, NJ",1001 to 5000 employees,Company - Private,Lending,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded 1985-1989
higher-than-avg,"San Diego, CA","San Diego, CA",1001 to 5000 employees,Company - Private,Wholesale,Business Services,$10 to $25 million (USD),Rate[2.5-2.9,Founded 1985-1989
higher-than-avg,"San Jose, CA","San Jose, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 1985-1989
higher-than-avg,"San Jose, CA","San Jose, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 1985-1989
higher-than-avg,"San Jose, CA","San Jose, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 1985-1989
lower-than-avg,"Plano, TX","Tempe, AZ",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),Rate[4.0-4.4],Founded 1985-1989
lower-than-avg,"Plano, TX","Tempe, AZ",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),Rate[4.0-4.4],Founded 1985-1989
higher-than-avg,"San Jose, CA","San Jose, CA",501 to 1000 employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"Chicago, IL","Des Plaines, IL",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,$5 to $10 million (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"Chicago, IL","New York, NY",5001 to 10000 employees,Company - Private,Legal,Accounting & Legal,$1 to $2 billion (USD),Rate[3.5-3.9],Founded 1985-1989
higher-than-avg,"Austin, TX","Austin, TX",1 to 50 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,Rate[2.5-2.9,Founded 1985-1989
lower-than-avg,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Rate[4.5-5.0],Founded 1985-1989
lower-than-avg,"Plano, TX","Santa Clara, CA",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),Rate[3.5-3.9],Founded 1985-1989
