dataAvgSalary62k,Location,Headquarters,Size,Type_of_ownership,Industry,Sector,Revenue,Rating_range,Found_year_range
lower-than-avg,"Columbus, OH","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Columbus, OH","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Dallas, TX","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Whippany, NJ","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"New York, NY","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Brooklyn, NY","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Scottsdale, AZ","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Chicago, IL","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Columbus, OH","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Dublin, OH","Columbus, OH",1 to 50 employees,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Addison, TX","San Antonio, TX",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2005-2009
lower-than-avg,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"New York, NY","New Brunswick, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"Dallas, TX","Sugar Land, TX",1 to 50 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"Plano, TX","New Brunswick, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2005-2009
lower-than-avg,"Austin, TX","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"Denver, CO","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"San Mateo, CA","San Mateo, CA",51 to 200 employees,Company - Private,Education Training Services,Education,$5 to $10 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"New York, NY","Santa Clara, CA",201 to 500 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"King of Prussia, PA","King of Prussia, PA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"New York, NY","Lanham, MD",1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Seattle, WA","Burnsville, MN",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Houston, TX","Orlando, FL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Santa Monica, CA","Santa Monica, CA",51 to 200 employees,Company - Private,Video Games,Media,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Santa Monica, CA","Santa Monica, CA",51 to 200 employees,Company - Private,Video Games,Media,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Berkeley, CA","Berkeley, CA",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Marin City, CA","Marin City, CA",1 to 50 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Menlo Park, CA","Pleasanton, CA",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Menlo Park, CA","Pleasanton, CA",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"San Francisco, CA","Alpharetta, GA",5001 to 10000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[4.0-4.4],Founded 2005-2009
lower-than-avg,"Mesa, AZ","Fremont, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2005-2009
lower-than-avg,"Austin, TX","San Francisco, CA",1001 to 5000 employees,Company - Public,Video Games,Media,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"Tempe, AZ","Tempe, AZ",51 to 200 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Santa Monica, CA","Santa Monica, CA",1001 to 5000 employees,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Chicago, IL","Kennesaw, GA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Berwyn, PA","Schaffhausen, Switzerland",10000+ employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Chicago, IL","KIRKLAND, Canada",51 to 200 employees,Unknown,-1,-1,Less than $1 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"South San Francisco, CA","Faridabad, India",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Denver, CO","Lake Success, NY",10000+ employees,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Denver, CO","Denver, CO",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Austin, TX","Austin, TX",1 to 50 employees,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Austin, TX","Austin, TX",1 to 50 employees,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"New York, NY","Washington, DC",1001 to 5000 employees,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"San Francisco, CA","Somerset, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Richardson, TX","Somerset, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Richardson, TX","Somerset, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 2005-2009
lower-than-avg,"Northbrook, IL","Somerset, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Louisville, CO","Louisville, CO",51 to 200 employees,Company - Private,Health Care Products Manufacturing,Manufacturing,$25 to $50 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Grapevine, TX","Plano, TX",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2005-2009
lower-than-avg,"King of Prussia, PA","Nashville, TN",10000+ employees,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,Rate[2.5-2.9,Founded 2005-2009
lower-than-avg,"Stafford, TX","Stafford, TX",51 to 200 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,Unknown / Non-Applicable,Rate[2.5-2.9,Founded 2005-2009
higher-than-avg,"Fort Worth, TX","Tulsa, OK",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Cupertino, CA","Acton, MA",1 to 50 employees,Company - Private,Consulting,Business Services,Less than $1 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Redwood City, CA","Redwood City, CA",201 to 500 employees,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Seattle, WA","Frisco, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Mount Vernon, NY","Mosta, Malta",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"Charlotte, NC","Fremont, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Rate[4.0-4.4],Founded 2005-2009
lower-than-avg,"Salt Lake City, UT","Santa Clara, CA",201 to 500 employees,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"Santa Clara, CA","Santa Clara, CA",201 to 500 employees,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),Rate[4.0-4.4],Founded 2005-2009
higher-than-avg,"Menlo Park, CA","Chicago, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Menlo Park, CA","Chicago, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Austin, TX","Reston, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"San Diego, CA","San Diego, CA",1001 to 5000 employees,Company - Public,Health Care Products Manufacturing,Manufacturing,$50 to $100 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"San Francisco, CA","South Windsor, CT",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"San Rafael, CA","San Rafael, CA",51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Glendale, CA","Houston, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Irving, TX","Atlanta, GA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Wayne, PA","Houston, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Los Angeles, CA","Houston, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"San Jose, CA","Santa Clara, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Denver, CO","Chantilly, VA",201 to 500 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Austin, TX","Amsterdam, Netherlands",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),Rate[1.5-1.9],Founded 2005-2009
higher-than-avg,"Phoenix, AZ","King of Prussia, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Phoenix, AZ","King of Prussia, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Austin, TX","Walnut Creek, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Santa Monica, CA","Irvine, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2005-2009
lower-than-avg,"Los Angeles, CA","Walnut Creek, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"Centennial, CO","Rochester, MN",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2005-2009
higher-than-avg,"New York, NY","Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"San Francisco, CA","Guaynabo, PR",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"New York, NY","Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"San Francisco, CA","Guaynabo, PR",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Denver, CO","Denver, CO",1 to 50 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Charlotte, NC","Red Bank, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Dallas, TX","Red Bank, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Dallas, TX","Red Bank, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Austin, TX","Austin, TX",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
lower-than-avg,"Berwyn, PA","Blue Bell, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Denver, CO","Mumbai, India",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Brooklyn, NY","Seattle, WA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Rate[3.5-3.9],Founded 2005-2009
higher-than-avg,"Dallas, TX","Farmington Hills, MI",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"San Antonio, TX","Tampa, FL",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Denver, CO","Farmington Hills, MI",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Rate[3.0-3.4],Founded 2005-2009
lower-than-avg,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2005-2009
higher-than-avg,"Phoenix, AZ","Nashville, TN",10000+ employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2005-2009
lower-than-avg,"Houston, TX","Houston, TX",201 to 500 employees,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),Rate[2.5-2.9,Founded 2005-2009
lower-than-avg,"Houston, TX","Houston, TX",201 to 500 employees,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),Rate[2.5-2.9,Founded 2005-2009
lower-than-avg,"Oak Brook, IL","Oak Brook, IL",10000+ employees,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD),Rate[2.5-2.9,Founded 2005-2009
lower-than-avg,"Downers Grove, IL","Burr Ridge, IL",201 to 500 employees,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),Rate[2.5-2.9,Founded 2005-2009
lower-than-avg,"Houston, TX","Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[2.0-2.4],Founded 2005-2009
higher-than-avg,"Chicago, IL","Boston, MA",51 to 200 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2000-2004
higher-than-avg,"Chicago, IL","New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2000-2004
higher-than-avg,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2000-2004
higher-than-avg,"Austin, TX","Menlo Park, CA",10000+ employees,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),Rate[4.5-5.0],Founded 2000-2004
higher-than-avg,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2000-2004
higher-than-avg,"Tempe, AZ","Dublin, OH",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2000-2004
lower-than-avg,"Oakland, CA","Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2000-2004
higher-than-avg,"New York, NY","Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2000-2004
lower-than-avg,"Salt Lake City, UT","Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2000-2004
lower-than-avg,"Dallas, TX","Utica, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2000-2004
higher-than-avg,"Florham Park, NJ","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
higher-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
higher-than-avg,"Houston, TX","Houston, TX",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2000-2004
higher-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
higher-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
lower-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
lower-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
lower-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
lower-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
lower-than-avg,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2000-2004
higher-than-avg,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"San Jose, CA","Chantilly, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Rate[3.5-3.9],Founded 2000-2004
lower-than-avg,"Philadelphia, PA","Chantilly, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Rate[3.5-3.9],Founded 2000-2004
lower-than-avg,"Houston, TX","Orem, UT",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"San Francisco, CA","Guaynabo, PR",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"San Jose, CA","Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"Palo Alto, CA","Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"Denver, CO","Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"Englewood, CO","Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"Chandler, AZ","Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"Chandler, AZ","Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[3.5-3.9],Founded 2000-2004
lower-than-avg,"San Diego, CA","Stafford, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"Florham Park, NJ","Florham Park, NJ",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"San Francisco, CA","Guaynabo, PR",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"Phoenix, AZ","Portland, OR",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2000-2004
higher-than-avg,"San Francisco, CA","Seattle, WA",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2000-2004
higher-than-avg,"San Francisco, CA","Seattle, WA",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2000-2004
higher-than-avg,"Charlotte, NC","Herndon, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2000-2004
higher-than-avg,"Columbus, OH","Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2000-2004
lower-than-avg,"Columbus, OH","Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2000-2004
higher-than-avg,"Austin, TX","Austin, TX",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),Rate[3.0-3.4],Founded 2000-2004
lower-than-avg,"Mooresville, NC","Chicago, IL",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[3.0-3.4],Founded 2000-2004
lower-than-avg,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),Rate[3.0-3.4],Founded 2000-2004
