Location = Location,Headquarters = Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Easy Apply,Rating range,Found year range,Senior,Competitors,Compare to avg salary 62k
"Location = San Diego, CA","Headquarters = San Diego, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Sharp HealthCare, Scripps Health",salary_higher_than_avg
"Location = San Diego, CA","Headquarters = San Diego, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Sharp HealthCare, Scripps Health",salary_higher_than_avg
"Location = Philadelphia, PA","Headquarters = Pasadena, CA",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Northfield, IL","Headquarters = Northfield, IL",10000+ employees,Company - Private,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",5001 to 10000 employees,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",5001 to 10000 employees,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",5001 to 10000 employees,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Bronx, NY","Headquarters = Bronx, NY",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Philadelphia, PA",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Arlington, TX","Headquarters = Arlington, TX",201 to 500 employees,Nonprofit Organization,Membership Organizations,Business Services,$10 to $25 million (USD),-1,Rate[2.5-2.9,Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",51 to 200 employees,Government,Municipal Governments,Government,$100 to $500 million (USD),-1,Rate[2.5-2.9,Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Des Plaines, IL","Headquarters = Philadelphia, PA",1001 to 5000 employees,Subsidiary or Business Segment,-1,-1,-1,-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = San Antonio, TX","Headquarters = San Diego, CA",10000+ employees,Company - Private,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD),-1,Rate[2.5-2.9,Founded 1960-1969,IsSenior,"PetSmart, Walmart, Costco Wholesale",salary_lower_than_avg
"Location = Downers Grove, IL","Headquarters = Glendale, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Kelly, Manpower",salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = Glendale, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Kelly, Manpower",salary_higher_than_avg
"Location = Woodland Hills, CA","Headquarters = Glendale, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Kelly, Manpower",salary_higher_than_avg
"Location = Woodland Hills, CA","Headquarters = Glendale, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Kelly, Manpower",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",51 to 200 employees,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$25 to $50 million (USD),Easy Apply,Rate[3.0-3.4],Founded 1960-1969,IsSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",10000+ employees,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Lewisville, TX","Headquarters = Addison, TX",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Centennial, CO","Headquarters = Philadelphia, PA",10000+ employees,Company - Public,-1,-1,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"AT&T, Verizon",salary_higher_than_avg
"Location = Englewood, CO","Headquarters = Philadelphia, PA",10000+ employees,Company - Public,-1,-1,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"AT&T, Verizon",salary_higher_than_avg
"Location = Scottsdale, AZ","Headquarters = Woonsocket, RI",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,Rate[2.5-2.9,Founded 1960-1969,IsSenior,"Walmart, Walgreens, Express Scripts",salary_lower_than_avg
"Location = San Diego, CA","Headquarters = Long Beach, CA",10000+ employees,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Montvale, NJ","Headquarters = Montvale, NJ",1001 to 5000 employees,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = Arlington, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"CSC, ManTech, SAIC",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Norfolk, VA","Headquarters = Arlington, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"CSC, ManTech, SAIC",salary_higher_than_avg
"Location = Hampton, VA","Headquarters = Hampton, VA",201 to 500 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Hampton, VA",201 to 500 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsSenior,-1,salary_higher_than_avg
"Location = Hampton, VA","Headquarters = Hampton, VA",201 to 500 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Ridgeland, MS",501 to 1000 employees,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Carr Riggs & Ingram, Cherry Bekaert, LBMC",salary_lower_than_avg
"Location = San Antonio, TX","Headquarters = Tysons, VA",1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,"Booz Allen Hamilton, Noblis, Deloitte",salary_lower_than_avg
"Location = Brea, CA","Headquarters = Los Angeles, CA",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Brea, CA","Headquarters = Los Angeles, CA",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),Easy Apply,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Chicago, IL",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,Rate[2.5-2.9,Founded 1960-1969,IsSenior,-1,salary_lower_than_avg
"Location = San Diego, CA","Headquarters = La Jolla, CA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = La Jolla, CA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = La Jolla, CA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = La Jolla, CA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = La Jolla, CA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Scottsdale, AZ","Headquarters = Scottsdale, AZ",10000+ employees,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsSenior,"Big O Tires, Les Schwab Tire Centers, Pep Boys",salary_higher_than_avg
"Location = Sunnyvale, CA","Headquarters = Pittsburgh, PA",51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Northlake, IL","Headquarters = Northlake, IL",1001 to 5000 employees,Company - Private,Other Retail Stores,Retail,$500 million to $1 billion (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = Whittier, CA","Headquarters = Whittier, CA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,"Adventist Health, Providence Health & Services",salary_higher_than_avg
"Location = New York, NY","Headquarters = Waltham, MA",501 to 1000 employees,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,-1,salary_lower_than_avg
"Location = Palo Alto, CA","Headquarters = Palo Alto, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,"Sutter Health, UCSF Medical Center and UCSF Benioff Children?€?s Hospitals, Kaiser Permanente",salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Dallas, TX",501 to 1000 employees,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,-1,salary_lower_than_avg
"Location = Lakewood, CO","Headquarters = West Chester, PA",1001 to 5000 employees,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = West Chester, PA","Headquarters = West Chester, PA",1001 to 5000 employees,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,-1,salary_lower_than_avg
"Location = Phoenix, AZ","Headquarters = Springfield, MO",10000+ employees,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsNotSenior,"Advance Auto Parts, AutoZone, NAPA Auto Parts",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",5001 to 10000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsSenior,-1,salary_lower_than_avg
"Location = Austin, TX","Headquarters = Austin, TX",201 to 500 employees,Government,State & Regional Agencies,Government,-1,-1,Rate[2.5-2.9,Founded 1950-1959,IsNotSenior,-1,salary_lower_than_avg
"Location = Austin, TX","Headquarters = Austin, TX",201 to 500 employees,Government,State & Regional Agencies,Government,-1,-1,Rate[2.5-2.9,Founded 1950-1959,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Cleveland, OH",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,Rate[2.5-2.9,Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = Fort Mill, SC","Headquarters = Cleveland, OH",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,Rate[2.5-2.9,Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Cleveland, OH",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,Rate[2.5-2.9,Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",51 to 200 employees,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),-1,Rate[4.0-4.4],Founded 1950-1959,IsNotSenior,"Transnational Foods, One Source Distributors",salary_lower_than_avg
"Location = Sugar Land, TX","Headquarters = Lake Jackson, TX",501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = Chandler, AZ","Headquarters = Edmonton, Canada",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = Los Angeles, CA","Headquarters = Los Angeles, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance,-1,-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,"East West Bank, Bank of the West, First Republic Bank",salary_lower_than_avg
"Location = Beverly Hills, CA","Headquarters = Los Angeles, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance,-1,-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,"East West Bank, Bank of the West, First Republic Bank",salary_lower_than_avg
"Location = Los Angeles, CA","Headquarters = Los Angeles, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance,-1,-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,"East West Bank, Bank of the West, First Republic Bank",salary_lower_than_avg
"Location = Los Angeles, CA","Headquarters = Los Angeles, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance,-1,-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,"East West Bank, Bank of the West, First Republic Bank",salary_lower_than_avg
"Location = San Diego, CA","Headquarters = San Diego, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsNotSenior,PRA Group,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = San Diego, CA",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsNotSenior,"PRA Group, PRA Group (Canada)",salary_higher_than_avg
"Location = San Diego, CA","Headquarters = Reston, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = Hercules, CA","Headquarters = Hercules, CA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsNotSenior,"Thermo Fisher Scientific, Abbott, Ortho Clinical Diagnostics",salary_higher_than_avg
"Location = Indianapolis, IN","Headquarters = Indianapolis, IN",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",1001 to 5000 employees,Company - Private,Legal,Accounting & Legal,$500 million to $1 billion (USD),-1,Rate[3.0-3.4],Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
"Location = Tempe, AZ","Headquarters = Tempe, AZ",10000+ employees,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,Rate[2.5-2.9,Founded 1950-1959,IsNotSenior,-1,salary_higher_than_avg
